date,type,registration,operator,fatalities,location,damage,detail_url,aircraft_category,type_code,time,msn,engine_model,fatalities_detail,other_fatalities,category,phase,nature,departure_airport,destination_airport,narrative
27 Oct 2021,de Havilland Canada DHC-8-202Q Dash 8,C-GQBT,Gouvernement du Québec,0,"15 nm NE of Quebec City, QC",min,https://aviation-safety.net/wikibase/269382,Dash 8-200,DH8B,13:27 UTC,470,P&W Canada PW123,Fatalities: 0 / Occupants: 10,0,,En route,Passenger - Non-Scheduled/charter/Air Taxi,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL/CYUL)","Sept-ÃŽles Airport, QC (YZV/CYZV)","A DHC-8-200 operated by the Service aÃ©rien gouvernemental du Gouvernement du QuÃ©bec under the call sign QUE30, was on an instrument flight rules (IFR) flight from Montreal/Pierre Elliott Trudeau International Airport, QC (CYUL) to Sept-ÃŽles, QC (CYZV) with 5 passengers, 2 cabin crew and 3 crew members on board.
While the aircraft was in cruise flight at flight level 210 approximately 15 NM northeast of the Quebec City/Jean Lesage Airport, QC (CYQB), power to the left 26 volt AC distribution system failed and the crew lost the left side instruments along with smoke in the cockpit and cabin. The crew declared an emergency and completed the checklist with an emergency descent. The crew requested a diversion to CYQB and the aircraft landed safely. There were no injuries."
18 Jan 2022,de Havilland Canada DHC-8-202,8Q-IAQ,Maldivian,0,Hanimaadhoo Airport (HAQ/VRMH),unk,https://aviation-safety.net/wikibase/274300,Dash 8-200,DH8B,,542,P&W Canada PW123,Fatalities: 0 / Occupants: 35,0,,Taxi,Passenger - Scheduled,Hanimaadhoo Airport (HAQ/VRMH),,"A Maldivian DHC-8-202 was evacuated on the runway at Hanimaadhoo Airport, Maldives, after the windshield on the co-pilot side cracked after an apparent electrical event involving sparks or fire.
The aircraft had backtracked on the runway and was stationary on the threshold of runway 21 preparing for take off when the incident occurred."
8 Nov 2022,de Havilland Canada DHC-8-202,VH-TQS,QantasLink,0,"Sydney-Kingsford Smith International Airport, NSW (SYD/YSSY)",min,https://aviation-safety.net/wikibase/300625,Dash 8-200,DH8B,c. 17:14,418,P&W Canada PW123,Fatalities: 0 / Occupants: 28,0,,Landing,Passenger - Scheduled,"Lord Howe Island Airport, NSW (LDH/YLHI)","Sydney-Kingsford Smith International Airport, NSW (SYD/YSSY)","Upon landing at Sydney- Kingsford Smith International Airport (SYD/YSSY), New South Wales, a fire broke out in the landing gear of a QantasLink de Havilland Canada DHC-8-202 Dash 8, performing flight QLK265.
There were no personal injuries to the 24 passengers and crew members."
5 Apr 2024,de Havilland Canada DHC-8-202,OY-GRM,Air Greenland,0,"Calgary International Airport, AB (YYC/CYYC)",min,https://aviation-safety.net/wikibase/389033,Dash 8-200,DH8B,13:43 MDT,434,P&W Canada PW123,Fatalities: 0 / Occupants: 3,0,,Standing,Test,"Calgary International Airport, AB (YYC/CYYC)","Calgary International Airport, AB (YYC/CYYC)","Air Greenland flight GL982, a DHC-8-200, taxied back to the hangar after landing from a post-maintenance check/acceptance flight. Once stopped, the parking brake was set and the engine shutdown carried out. During this time, the right-hand main landing gear brakes caught on fire. Ground personnel, who were watching the aircraft shutdown, noticed the fire and used fire extinguishers to put out the fire. Both tires on the right-hand main landing gear deflated and there was a hydraulic leak. Heavy smoke was also observed from the left-hand main landing gear brakes; however, there was no fire.
It was subsequently determined that the anti-skid transducer wiring had been installed incorrectly, during previous maintenance activities at a different facility. The brakes on both main landing gear were replaced."
28 Dec 2024,de Havilland Canada DHC-8-201Q Dash 8,5Y-MRE,Fly ALS,0,Nairobi-Wilson Airport (WIL/HKNW),min,https://aviation-safety.net/wikibase/469577,Dash 8-200,DH8B,,507,P&W Canada PW123,Fatalities: 0 / Occupants: 14,0,Incident,Taxi,Passenger - Scheduled,Masai Mara,Nairobi-Wilson Airport (WIL/HKNW),"FlyALS flight 102 from Masai Mara was taxiing to the parking at Nairobi-Wilson Airport (WIL) when it experienced two punctured tires, caused by loose stones on the taxiway."
14 Jul 2025,de Havilland Canada DHC-8-200,5Y-SYF,Royal Air,0,Mohéli-Bandar es Eslam Airport (NWA/FMCI),non,https://aviation-safety.net/wikibase/527046,Dash 8-200,DH8B,,,P&W Canada PW123,Fatalities: 0 / Occupants:,0,,Landing,Passenger - Scheduled,,MohÃ©li-Bandar es Eslam Airport (NWA/FMCI),"A DHC-8-200 operating for Royal Air suffered a runway excursion after landing on runway 13 at MohÃ©li-Bandar es Eslam Airport (NWA), Comoros. The nose landing gear stopped in the grass while the main gear remained on the runway.
Runway 13 is a 1300 m long asphalt runway."
6 Jan 1993,de Havilland Canada DHC-8-311,D-BEAT,"Contact Air Flugdienst, lsf Lufthansa Cityline",4,"1,8 km E of Paris-Charles de Gaulle Airport (CDG)",w/o,https://aviation-safety.net/wikibase/325357,Dash 8-300,DH8C,19:20,210,Pratt & Whitney Canada PW123,Fatalities: 4 / Occupants: 23,0,Accident,Approach,Passenger - Scheduled,Bremen Airport (BRE/EDDW),Paris-Charles de Gaulle Airport (CDG/LFPG),"A de Havilland Canada DHC-8-311 passenger plane, D-BEAT, was damaged beyond repair in an accident near Paris-Charles de Gaulle Airport (CDG), France. Four passengers were killed in the accident.
Flight LH5634 had departed Bremen Airport (BRE), Germany at 17:55 carrying 19 passengers and four crew members. During the descent towards Paris-Charles de Gaulle, runways 27 and 28 were in use.
The approach controller gave instructions for a runway 27 approach. The runway 27 ILS course was intercepted at 19:14, when 14 NM from the runway threshold.
The local/north controller then cleared the flight for a runway 27 approach. At the same time a preceding Korean Air Boeing 747 contacted the runway with its no. 1 engine. The ATC supervisor decided to close the runway for inspection. The local controller then contacted flight LH5634 and instructed them turn left to intercept the runway 28 ILS course and contact the local/south controller.
The crew contacted the local/south controller and reported at 1,5 NM from the runway. They did not see the runway yet because they were flying through clouds.
The aircraft entered a high sink rate and flew into the ground 1800 m short of the runway.


Accident investigation:
	
 	 
Investigating agency: 	BEA
Report number: 	d-at930106p
Status:	Preliminary report
Report:	Preliminary report"
9 Jan 1993,de Havilland Canada DHC-8-311,N433AW,"United Express, opb Air Wisconsin",0,"Savoy, IL",min,https://aviation-safety.net/wikibase/362520,Dash 8-300,DH8C,09:19 LT,305,P&W PW123,Fatalities: 0 / Occupants: 40,0,Serious incident,Take off,Passenger - Scheduled,KCMI,"Chicago, IL (KORD)","THE FLIGHT WAS DELAYED ON THE RUNWAY AFTER THE FLIGHT CREW EXCEEDED THE POWER NOSEWHEEL STEERING RANGE DURING A TIGHT 180 DEGREE TURN INTO POSITION. AFTER SEVERAL UNSUCCESSFUL ATTEMPTS TO STRAIGHTEN THE (CASTORING) NOSEWHEEL USING DIFFERENTIAL POWER AND BRAKES, THE CREW CALLED FOR GROUND PERSONNEL TO ASSIST. GROUND PERSONNEL REPORTED THE INBOARD WHEEL OF THE RIGHT MAIN LANDING GEAR (#3 WHEEL) APPEARED TO BE LEANING AGAINST THE STRUT. THE CO-PILOT STATED THE LANDING GEAR APPEARED NORMAL AND THE FLIGHT DEPARTED. SHORTLY AFTER LIFTOFF, THE #3 WHEEL FELL TO THE GROUND. POSTACCIDENT EXAMINATION REVEALED THE FRACTURE OF THE AXLE WAS THE RESULT OF THE DEGRADATION AND FAILURE OF THE #3 INNER WHEEL BEARING. THERE WAS EVIDENCE OF WATER CONTAMINATION IN THE WHEEL BEARING GREASE.

Probable Cause: THE TOTAL FAILURE OF THE INBOARD RIGHT MAIN LANDING GEAR WHEEL AXLE DURING THE INITIAL CLIMB.


Accident investigation:
	
 	 
Investigating agency: 	NTSB
Report number: 	CHI93IA069
Status:	Investigation completed
Duration:	9 months
Download report:	 Final report"
22 Oct 1993,de Havilland Canada DHC-8-301 Dash 8,C-GTAT,Time Air,0,"near Calgary, AB",non,https://aviation-safety.net/wikibase/438931,Dash 8-300,DH8C,11:00,188,P&W Canada PW123,Fatalities: 0 / Occupants: 25,0,Accident,En route,Passenger - Scheduled,,,"During cruise at 11,500 ft the crew anticipated turbulence and briefed the flight attendants and pax, turned on the seatbelt sign, and reduced airspeed. Both flight attendants were reportedly standing when the turbulence was encountered. One suffered serious injuries."
8 Nov 1993,de Havilland Canada DHC-8-301,,Zhejiang Airlines,0,Taipei,non,https://aviation-safety.net/wikibase/325134,Dash 8-300,DH8C,,,P&W Canada PW123,Fatalities: 0 / Occupants: 59,0,Unlawful Interference,En route,Passenger - Scheduled,Hangzhou Jianqiao Airport (HGH/ZSHC),Fuzhou Yixu Airport (FOC/ZSFZ),"A Zhejiang Airlines Airbus A300 with 54 passengers and five crew members was hijacked to Taiwan during a domestic night from Hangzhou (HGH) to Fuzhou (FOC). Forty minutes after takeoff, a 35-year old Chinese man sent a note to the crew via the flight attendant claiming that he was carrying explosives and demanding to be flown to Taiwan. Upon arrival in Taipei, the hijacker surrendered peacefully and was found to be unarmed. The alleged bomb brandished by the man turned out to be two bars of soap wrapped in newspaper with a wire protruding from the side."
1 Aug 1994,de Havilland Canada DHC-8-311,N433AW,"United Express, opb Atlantic Coast Airlines",0,"Washington-Dulles International Airport, DC (IAD)",sub,https://aviation-safety.net/wikibase/324928,Dash 8-300,DH8C,17:45,305,P&W PW-123,Fatalities: 0 / Occupants: 53,0,Accident,Standing,Passenger - Scheduled,"Washington-Dulles International Airport, DC (IAD/KIAD)",,"A DHC-8-311, N433AW, operating as United Express Flight 6578, was substantially damaged while parked at a gate and struck by a ground support vehicle, at Washington-Dulles International Airport, D.C. The three crewmembers and 50 passengers were not injured.
At the time of the accident the airplane was parked at the passenger gate and was being prepared for departure. The engines were stopped, the chocks were in place, the pilots were seated in the cockpit completing weight and balance paperwork, and the airstair door was open.
Meanwhile a baggage tractor had broken down. While the tractor was being pushed out of the way by another tractor. Both tractors contacted each other in the process. This caused the driver to lose his seat and be pitched halfway off the left side. The driver's right hand pulled the steering wheel down to the right, and his right foot pressed on the accelerator pedal The tractor then smashed into the left side of the nose of N433AW.

PROBABLE CAUSE: ""The vehicle operator's improper handling of the baggage tractor resulting in loss of control of a second baggage tractor being pushed and its subsequent collision with the airplane.""


Accident investigation:
	
 	 
Investigating agency: 	NTSB
Report number: 	NYC94LA144
Status:	Investigation completed
Duration:	4 months
Download report:	 Final report"
22 Oct 1994,de Havilland Canada DHC-8-300,,TABA - Transportes Aéreos da Bacia Amazônica,0,"Itaituba Airport, PA (ITB)",non,https://aviation-safety.net/wikibase/324878,Dash 8-300,DH8C,,,P&W Canada PW123,Fatalities: 0 / Occupants:,0,Unlawful Interference,En route,Passenger - Scheduled,"Itaituba Airport, PA (ITB/SBIH)","BelÃ©m/Val-de-Cans International Airport, PA (BEL/SBBE)","A commercial airliner belonging to TABA with 33 passengers was hijacked by a team of five men carrying shotguns and revolvers. The incident occurred 15 minutes after the plane departed from Itaituba on a domestic flight to Belem. The hijackers forced the pilot of the DHC-8 aircraft to return to Itaituba and land with its lights off. The hijackers then unloaded 213 pounds of gold bars worth over (U.S.) $1 million, put them into waiting vehicles, and fled."
23 May 1995,de Havilland Canada DHC-8-311,G-BRYJ,"British Airways Express, opb Brymon Airways",0,"Jersey Airport, Channel Islands (JER/EGJJ)",min,https://aviation-safety.net/wikibase/532296,Dash 8-300,DH8C,c. 11:02 LT,319,P&W Canada PW123,Fatalities: 0 / Occupants: 48,0,Serious incident,Landing,Passenger - Scheduled,,"Jersey Airport, Channel Islands (JER/EGJJ)","The commander states that the first officer flew a well conducted approach to Runway 27 at Jersey,
where the wind was 280Â°/15 kt. However, the first officer reports that the normal flare to about
4Â° nose-up did not arrest the rate of descent, so he continued to increase the pitch angle. The ensuing touchdown was firm and the underside of the rear fuselage contacted the runway.

The Flight Data Recorder readout shows that, over the 30 seconds prior to touchdown, the speed had
gently reduced from VreF plus 10 kt to VREF (105 kt). It remained at this until two seconds before
touchdown, when the speed dropped to VreFminus 5 kt, as the pitch attitude was increased from the
original 4Â° to 8Âº. The initial touchdown registered 1.9 g and resulted in a small bounce, which was
followed by a 1.3 g touchdown as the pitch angle was increased to 9.7Â°. At this point, the underside
of the rear fuselage scraped along the runway and activated the ""TOUCHED RUNWAY"" warning light.
Following this, despite up-elevator being progressively increased to almost full deflection, the pitch
angle rapidly decreased and the nose gear contacted the ground. The landing run was continued and
the aircraft was taxied to the apron and shut down without further event.


Accident investigation:
	
 	 
Investigating agency: 	AAIB
Report number: 	
Status:	Investigation completed
Duration:	
Download report:	 Final report"
18 Sep 1996,de Havilland Canada DHC-8-311,G-BRYM,"British Airways Express, opb Brymon Airways",0,Plymouth-City Airport (PLH/EGDB),min,https://aviation-safety.net/wikibase/535950,Dash 8-300,DH8C,c. 09:26 LT,305,P&W Canada PW123,Fatalities: 0 / Occupants: 53,0,Serious incident,Landing,Passenger - Scheduled,London-Heathrow Airport (LHR/EGLL),Plymouth-City Airport (PLH/EGDB),"The crew reported at 0505 hrs to operate six sectors, being twice round the route Plymouth-
Newquay-Heathrow-Plymouth. Towards the end of the third sector, inbound to Plymouth at 0922
hrs, the crew contacted Plymouth Approach Control while 13 miles east of the airport. The 0850 hrs
METAR observation for Plymouth had been passed to the crew previously by London Military
Radar Control as 100Â°/26 kt gusting 39 kt, visibility 17 km, cloud few at 2,500 feet. The temperature
was 13Â°C and the QNH 1009/QFE 992 mb. The aircraft was cleared to self position onto a left base
leg for a visual approach to Runway 13. The First Officer was the handling pilot for this sector. The
landing crosswind component was within the company limits for him to complete the landing as
handling pilot (aircraft crosswind limit 30 kt, First Officer handling crosswind limit 20 kt). The First
Officer had been flying the type for some two years and had a total flying experience of 2,834 hours,
of which 893 were on type. His 28 and 90 day flying totals were 85 and 178 hours respectively.

The maximum permitted landing weight was 41,885 lb and the actual landing weight was 40,644 lb.
The crew elected to make an approach with full flap (35Â°), using a VREF of 100 kt, which was
appropriate to a landing weight of 41,000 lb. The approach speed to be used was as recommended
by the manufacturer at VREF, to which was added half of the gust value (with an overall maximum
increment of +10 kt), giving a target approach speed of 107 kt. Plymouth Runway 13 has a
Landing Distance Available of 1,038 metres. For a 35Â° flap landing, the LDA from the company
Operations Manual was 1,007 metres (still air ), or 897 metres when factored for the steady
headwind component.

The flight crew commented that flying conditions were smooth until the aircraft descended below
1,000 feet when constant moderate turbulence and indicated airspeed fluctuations was
experienced. This turbulence had been anticipated as the crew were based at Plymouth and were
familiar with the local effects of strong winds. They decided to configure the aircraft early on the
approach, so 35Â° flap was selected at about 800 feet agl and the aircraft settled at an approach speed of around 110 kt, but fluctuating with the turbulence being experienced. The landing checks
were completed, landing clearance was obtained from ATC and a final wind check was passed as
100Â° at 20 kt gusting 30 kt. The First Officer requested confirmation that the airspeed was
acceptable on short final and the commander replied that it was good. The aircraft flared normally
with the left wing slightly down to compensate for the crosswind component and the power was
progressively reduced to flight idle. The crew considered that the aircraft touched down earlier than
anticipated, on the left main wheel first followed quickly by the right main wheel. A slight bounce
then followed before a further firm touchdown. A normal rollout ensued. The pitch attitude at the
flare and bounce did not seem excessive to the crew.

Ground contact with the rear fuselage went unnoticed by the aircraft occupants , but the flight deck
crew noted that the Red 'Touched Runway' warning caption on the CAUTION/WARNING LIGHTS PANEL was illuminated during the taxi in. The aircraft was parked and shut down normally before being withdrawn from service for repair.

The commander considered that the approach had been normal given the nature of the turbulence
and windshear experienced. He considered that an application of power at the flare to compensate
for the sudden loss of airspeed may have prevented the firm touchdown and rear fuselage strike.

The previous landing aircraft was a Piper PA-28 which landed on Runway 13 at 0924 hrs. Its pilot
indicated that he experienced a loss of airspeed of about 20 kt on short finals. He did not comment
by R/T to ATC on this experience.


Accident investigation:
	
 	 
Investigating agency: 	AAIB
Report number: 	
Status:	Investigation completed
Duration:	6 months
Download report:	 Final report"
15 Jan 1997,de Havilland Canada DHC-8-311,G-BRYI,"British Airways Express, opb Brymon Airways",0,Near Bournemouth,non,https://aviation-safety.net/wikibase/494188,Dash 8-300,DH8C,16:00,256,P&W Canada PW123,Fatalities: 0 / Occupants: 34,0,,En route,Passenger - Scheduled,Newcastle Airport (NCL/EGNT),Southampton Airport (SOU/EGHI),"The commander had spent the 24 hour period prior to the flight in a hotel in Newcastle. He had
eaten ""bland"" food and had drunk several glasses of tap water during his stay. During the morning he
had taken exercise in the hotel gymnasium.

The aircraft departed from Newcastle Airport at 1520 hrs for a scheduled flight to Southampton
Airport, however, the visibility at Southampton was 100 meters so, at 1550 hrs, the commander
decided to divert to Bournemouth; he informed the passengers of his decision. He had experienced
some nausea shortly before this time and vomited about ten minutes later. He felt well afterwards
and continued to operate the flight to Bournemouth where the aircraft landed without incident.

There was a positioning company crew on board and the commander thought it prudent to ask the
commander of that crew to take over from him for the remaining sector. He vomited occasionally
thereafter but, after a good night's sleep, awoke feeling well.

The commander was subsequently examined by the company AME who was of the opinion that
probably he had contracted a stomach virus; he felt it unlikely that the hotel water system was the Source.


Accident investigation:
	
 	 
Investigating agency: 	AAIB
Report number: 	
Status:	Investigation completed
Duration:	
Download report:	 Final report"
3 Feb 1997,de Havilland Canada DHC-8-311 Dash 8,OE-LRW,"Rheintalflug, opb Braathens SAFE",0,5 NM NNE of Stavanger-Sola Airport (SVG/ENZV),non,https://aviation-safety.net/wikibase/561867,Dash 8-300,DH8C,c. 17:20 LT,307,P&W Canada PW123,Fatalities: 0 / Occupants:,0,Serious incident,Approach,Passenger - Non-Scheduled/charter/Air Taxi,Kristiansand-Kjevik Airport (KRS/ENCM),Stavanger-Sola Airport (SVG/ENZV),"An IFR flight, BRA 4317, was en route from Kristiansand airport, Kjevik to Stavanger airport, Sola 3 February, 1997. This scheduled flight is normally operated by a Fokker 50 owned by the company ""Norwegian Air Shuttle AS"" (NAS) in co-operation with Braathens SAFE. As NAS had one aircraft in for heavy maintenance, an Austrian company - Rheintalflug, was chartered for the flight. The route was operated by a DHC-8-311.

BRA 4317 was cleared by Stavanger ATCC the route via SIRDA for approach Sola (see enclosed: STAR RWY 18). SIRDA is the initial point for a STAR to runway 18 Sola. Normal transition from Stavanger ATCC to Sola approach (ARR) took place at 1701 hours a few nautical miles before SIRDA.

After establishing normal radio contact, BRA 4317 received the following instructions from Sola ARR:

""Continue inbound Rennesoey, expect vectoring for an ILS approach runway 18, QNH 1010 and information Whiskey.""

To this instructions BRA 4317 answered:
""Ok, 1010, runway 18 and confirm where to go?""

Sola ARR:
""4317, when ready descend 5 000 ft, QNH 1010 and continue inbound Rennesoey.""

BRA 4317:
""Continue down to 5 000, 1010, thank you.""

The radio communication was made without complete callsigns and without correct readback. Further on, the use of callsigns was neglected by both parties. BRA 4317 did not repeat the NDB navigation aid ""RennesÃ¸y"" in the instructions, and Sola ARR did not call attention to this.

From the traffic strip (FPS) at Sola ARR, which is based on repetitive flight planning, BRA 4317 was stated to be a Fokker 50. It was therefore unknown to the controller that the flight was operated by a DHC-8.

Regulations regarding repetitive flight planning are to be found in Norwegian Aviation Regulations: BSL G 1-2, point 8 and BSL G 1-9 point 4.

The radio communication between BRA 4317 and Sola ARR continued:
At 1709 hours: BRA 4317: ""4317, we are 5 000 ft on ten ten, may we follow the DME 15 arc?""

After a pause, Sola ARR: ""4317 affirm.""

BRA 4317: ""DME 15 arc in to the ILS 18, thank you.""

At 1711 hours, Sola ARR: ""4317 cleared ILS approach, correction VOR/DME approach RWY 18 via SIRDA arrival, report established on the radial and descend unrestricted accordingly.""

BRA 4317 answered: ""VOR/DME approach RWY 18, we are just in a left turn, SIRDA 2B, call you established on the inbound track.""

The instructions given at 1711 hours was surprising for the crew on BRA 4317, and it was understood as the ILS runway 18 was unserviceable. As the crew now should perform a VOR/DME approach instead of the planned ILS, the operational procedures of Rheintalflug required a re-briefing on the new approach procedure. At the same time it was necessary for the crew to reset and check the navigation aids. The approach charts had to be changed. While performing these routines, the aircraft drifted off the normal approach pattern and entered an area over the city of Stavanger east of Sola on course for the town of Sandnes. At his time the aircraft had also descended to 2 000 ft and was flying in and out of clouds.

The pilot-in-command, who also was handling the communication, writes in his report that he had to ask twice in order to receive an approach clearance. He also states, that during the whole approach, he wondered about the controllers instructions and phraseology.

At 1713 hours Sola ARR contacted BRA 4317. Now the aircraft had left the normal approach pattern and was flying northeast to east of Sola:

""...317, what's happening now?""

BRA 4317 answered:
""Just correcting to the right, we got no information over on the ATIS that's only a VOR approach, sorry, we are on the right turn.""

From here on, Sola ARR gave BRA 4317 radar vectoring for an ILS approach to runway 18. A normal landing was made at 1722 hours. The pilot in command was then informed that the incident would be reported by Sola ARR to CAA.

There is a ""NOTE"" in AIP NORGE/NORWAY RAC 4-ZV-10: STANDARD ARRIVAL ROUTES - INSTRUMENT:
""Unless otherwise instructed by ATC a STAR-clearance also includes a clearance to make an instrument approach.""

The crew can find this ""Note"" in the company's Route Manual, chapter RULES AND REGULATIONS NORWAY under 13.2 ""Flight plan and clearance"". The Note is not printed on ASIR page 3 STAR rwy 18.

The pilot-in-command replies in his answer to the draft of this bulletin that he considers that a strong westerly wind component at altitude aggravated the course deviation.

Safety Recommendations:

1. The Civil Aviation Administration should consider if it is convenient to make the information in the mentioned ""Note"" in AIP NORGE/NORWAY RAC, STANDARD ARRIVAL ROUTES - INSTRUMENT in SAS Route Manual (and also Jeppesen) more accessible for the crew during an approach. It is now only stated in ""RULES AND REGULATIONS NORWAY"".


Accident investigation:
	
 	 
Investigating agency: 	HSL
Report number: 	
Status:	Investigation completed
Duration:	3 months
Download report:	 Final report"
10 Feb 1997,de Havilland Canada DHC-8-311,G-BRYP,"British Airways Express, opb Brymon Airways",0,South of Aberdeen,min,https://aviation-safety.net/wikibase/494118,Dash 8-300,DH8C,17:50,315,P&W Canada PW123,Fatalities: 0 / Occupants: 30,0,,Initial climb,Passenger - Scheduled,Aberdeen International Airport (ABZ/EGPD),Newcastle Airport (NCL/EGNT),"The crew reported for duty at 1405 hrs to operate a scheduled service Bristol, Newcastle, Aberdeen,
Newcastle, Bristol. The first two sectors were uneventful and the aircraft left the stand at Aberdeen
for the sector to Newcastle with the commander as handling pilot. The history of the flight was
reconstructed from the account provided by the crew and from the FDR.

The anti ice systems were selected 'ON' when the aircraft took off from Aberdeen at 1748 hrs; there
was a strong gusting crosswind and it was raining. The initial climb was normal and the landing gear
and flaps were retracted. The Standard Operating Procedure is then to deselect the auto-feather
system and select climb power, however the commander decided to retain take off power in order to
expedite the climb through the layer of moderate to severe turbulence they were experiencing; he
informed the first officer of his intention and asked for the bleed air to be switched on.The first
officer actioned the after take off check from memory, however he did not deselect the auto-feather
system because climb power had not yet been requested.

The commander selected climb power at about 2,100 feet amsl and asked the first officer to reduce
the propellers to the climb setting. Both propellers were reduced to 900 propeller RPM (Np) and the
torques increased momentarily to 100% before being reselected to 80%. The auto-feather system was
not deselected. No 1 engine torque increased slowly from 80% until stabilizing at around 90%.
However, No 2 engine torque increased rapidly to 111% and then returned to 80% over a period of
12 seconds. This was the first of many excursions of No 2 engine torque; most were in the range
10% to 20% and continued for a further 100 seconds until the commander retarded No 2 power
lever to about 62%. These excursions in Np and torque are shown in Figure 1. ATC was told of the
problem and the climb was continued with No 1 engine torque at 90%, and No 2 engine torque still
at 62%; both propellers were at 900 Np.

When the aircraft climbed out of icing conditions the commander selected the No 2 engine intake
bypass doors to be closed. Shortly afterwards, as the aircraft climbed through about 7,400 feet
amsl, No 1 propeller suddenly feathered, reducing to 400 Np and the torque on No 2 engine rose by
about 15%. In this installation it is possible to feather the propeller blades without stopping the
engine. Because the engine had not actually failed, fuel was still being scheduled to maintain the
level demanded by the power lever and consequently No 1 engine torque increased rapidly to a peak
value of 120% before being reduced to below 100%. About 100 seconds later No 1 engine torque
was further reduced to 38%, the flight idle value, and No 2 engine torque was increased slightly to
85%.

The UNSCHEDULED PROPELLER FEATHERING drill was consulted; the drill calls for the
shutdown of the engine associated with the feathered propeller. The flight deck indications were that
No 1 engine parameters were normal. Because he now thought they had two, apparently unrelated,
problems the commander decided not to shut down No 1 engine. An emergency was declared and
the aircraft diverted to RAF Leuchars.

The first officer tried to un-feather No 1 propeller using the alternate system but was unsuccessful.
As the aircraft passed about 7,000 feet amsl during descent to Leuchars, the commanders elected the
No 1 engine bypass door to closed and reduced No 2 engine torque to about 58%. This disarmed the
auto-feather system and No 1 propeller suddenly unfeathered; Np increased rapidly to 1,200 and the
torque fell to zero. There was a yaw to the rightof around 2 to 2.5Â° as the propeller unfeathered and
it appears that the commander interpreted this as a failure of the No 2 engine because, about 10
seconds later, he retarded No 2 condition lever to the START/FEATHER detent which caused the
propeller blade angle to coarsen towards the feather position. The power lever remained as selected
and No 2 engine torque increased rapidly to 100% before reducing to 55% as the lever was
subsequently retarded to FLIGHT IDLE. After 5 seconds No 2 engine torque reduced to zero in
response to the condition lever being moved fully back to FUEL OFF. Figure 2 shows the engine
torque, Np and fuel flow.

The first officer immediately told the commander that he thought he had taken the wrong action and
the latter quickly moved the condition lever fully forward to the MAX GOVERNING position.
The Np immediately increased to 1,200 and, because the igniters were still selected ON, the engine
relit. The propeller was reduced to 900 Np but because the torque gauge pointer was at zero and the
digital readout showed four dashes the crew assumed that the engine had indeed flamed out. The
FDR was also sensing a zero torque output at this stage but other parameters such as fuel-flow and
gas generator RPM (Ng) showed that the engine was still running with the power lever at a
moderate setting. The first officer attempted to relight the engine by first retarding the condition
lever to START/FEATHER. The Np reduced to 300 but the start switch would not engage as the
engine was already running. After 17 seconds the power lever was retarded to FLIGHT
IDLE, resulting in a Np of 100.

The approach was flown with both engines running normally but with the No 2 propeller feathered
and the power lever at FLIGHT IDLE; No 1 engine condition lever remained at MAX GOVERNING. An uneventful landing was made at Leuchars at about 1814hrs.


Accident investigation:
	
 	 
Investigating agency: 	AAIB
Report number: 	
Status:	Investigation completed
Duration:	
Download report:	 Final report"
24 Feb 1997,de Havilland Canada DHC-8-311,N430AW,Mesa Airlines,0,"Rapid City, SD",non,https://aviation-safety.net/wikibase/356218,Dash 8-300,DH8C,07:36 LT,279,P&W PW123,Fatalities: 0 / Occupants: 45,0,Serious incident,En route,Unknown,(KRAP),"Denver, CO (KDEN)","The captain said that he engaged the airplane's autopilot while passing through 10,000 feet mean sea level (msl). About 10 minutes later, the crew noticed illumination of a 'PITCH MISTRIM, TRIM NOSE DOWN' annunciator light. The captain attempted to trim the airplane using the manual elevator trim, but it would allow only limited movement. The crew declared an emergency, returned to Rapid City, and landed the airplane without further incident. A postincident inspection of the aft fuselage compartment revealed that one of the two master links (which held the chain and cable assembly to the electric elevator trim system) had come apart. The chain had subsequently entangled itself in the elevator trim cables. Further examination revealed that the 'C' clip (which snaps to the two posts of the master link base plate and held the master link cover plate in place) was missing.

Probable Cause: a missing 'C' clip, which resulted in the master link coming apart, allowing the electric elevator trim chain and cable to become entangled in the elevator trim cables.


Accident investigation:
	
 	 
Investigating agency: 	NTSB
Report number: 	CHI97IA074
Status:	Investigation completed
Duration:	11 months
Download report:	 Final report"
